global_iso_id,nu,sw,elower,gamma_air,n_air,gamma_self,nu-err,sw-err,gamma_air-err,n_air-err,gamma_self-err,nu-ref,sw-ref,gamma_air-ref,n_air-ref,gamma_self-ref
36,7706.031236,7.023e-30,1246.4487,0.0325,0.73,0.035,5,4,6,4,6,1483,1484,1485,1487,867
36,7706.754656,8.822e-32,3218.2518,0.0137,0.76,0.025,5,5,5,3,5,1483,1484,1485,1487,867
36,7710.135162,4.082e-31,2790.8388,0.0294,0.78,0.034,4,5,5,4,5,1179,855,307,582,867
36,7711.891848,4.523e-31,2789.0821,0.0294,0.78,0.034,4,5,5,4,5,1179,855,307,582,867
36,7712.589698,5.096e-30,1990.2517,0.0438,0.83,0.043,4,6,6,4,6,1179,855,307,582,867
36,7714.474104,2.84e-31,2956.3373,0.0161,0.76,0.026,5,5,5,3,5,1483,1484,1485,1487,867
36,7716.089753,3.034e-31,2954.7217,0.0161,0.76,0.026,5,5,5,3,5,1483,1484,1485,1487,867
36,7718.104051,8.262e-31,2629.6432,0.0313,0.78,0.036,4,5,5,4,5,1179,855,307,582,867
36,7719.516558,1.354e-29,1083.4332,0.0343,0.73,0.036,5,4,6,4,6,1483,1484,1485,1487,867
36,7719.516558,6.856e-28,1083.4332,0.0343,0.73,0.036,5,6,6,4,6,1483,1484,1485,1487,867
36,7719.878235,9.219e-31,2627.869,0.0313,0.78,0.036,4,5,5,4,5,1179,855,307,582,867
36,7723.628533,9.189e-31,2703.8443,0.0183,0.76,0.026,5,5,5,3,5,1483,1484,1485,1487,867
36,7723.923241,1.324e-29,544.8622,0.0424,0.77,0.043,5,4,6,4,6,1483,1484,1485,1487,867
36,7725.161089,6.844e-30,1896.5637,0.0459,0.83,0.045,4,6,6,4,6,1179,855,307,582,867
36,7725.261114,9.873e-31,2702.2118,0.0183,0.76,0.026,5,5,5,3,5,1483,1484,1485,1487,867
36,7725.906806,1.573e-30,2479.6468,0.0333,0.79,0.037,4,6,6,4,6,1179,855,307,582,867
36,7727.698629,1.769e-30,2477.8549,0.0333,0.79,0.037,4,6,6,4,6,1179,855,307,582,867
36,7731.071885,2.021e-32,933.5309,0.041,0.74,0.04,5,4,6,4,6,1483,1484,1485,1487,867
36,7732.620628,2.811e-30,2462.413,0.0204,0.76,0.027,5,5,5,3,5,1483,1484,1485,1487,867
36,7732.859648,1.309e-27,931.7432,0.036,0.74,0.038,5,6,6,4,6,1483,1484,1485,1487,867
36,7732.859648,2.452e-29,931.7432,0.036,0.74,0.038,5,4,6,4,6,1483,1484,1485,1487,867
36,7733.543899,2.811e-30,2340.874,0.0356,0.8,0.038,4,6,6,4,6,1179,855,307,582,867
36,7734.270181,1.951e-32,2460.7635,0.0204,0.76,0.027,5,4,5,3,5,1483,1484,1485,1487,867
36,7734.270181,3.038e-30,2460.7635,0.0204,0.76,0.027,5,5,5,3,5,1483,1484,1485,1487,867
36,7735.353539,3.193e-30,2339.0644,0.0356,0.8,0.038,4,6,6,4,6,1179,855,307,582,867
36,7737.575181,8.434e-30,1814.1937,0.0478,0.84,0.047,4,6,6,4,6,1179,855,307,582,867
