global_iso_id,nu,sw,elower,gamma_air,n_air,gamma_self,nu-err,sw-err,gamma_air-err,n_air-err,gamma_self-err,nu-ref,sw-ref,gamma_air-ref,n_air-ref,gamma_self-ref
26,1983.936323,1.309e-23,2549.962,0.0417,0.67,0.044,4,7,5,2,6,1727,1077,1331,226,1331
26,1985.882641,1.735e-29,5484.3687,0.0477,0.67,0.051,4,7,5,6,6,1727,1077,1331,226,1331
26,1987.923374,2.94e-26,3909.6562,0.0448,0.67,0.047,4,7,5,2,6,1727,1077,1331,226,1331
26,1988.914217,2.486e-23,2412.6801,0.0422,0.67,0.045,4,7,5,2,6,1727,1077,1331,226,1331
26,1990.453682,2.636e-29,5390.3747,0.0483,0.67,0.051,4,7,5,6,6,1727,1077,1331,226,1331
26,1992.684716,4.948e-26,3796.0149,0.0454,0.67,0.048,4,7,5,2,6,1727,1077,1331,226,1331
26,1993.862221,4.632e-23,2279.1511,0.0427,0.67,0.045,4,7,5,2,6,1727,1077,1331,226,1331
26,1994.993237,3.926e-29,5300.1117,0.049,0.67,0.052,4,7,5,6,6,1727,1077,1331,226,1331
26,1997.415298,8.167e-26,3686.1198,0.046,0.67,0.049,4,7,5,2,6,1727,1077,1331,226,1331
26,1998.78019,8.466e-23,2149.3799,0.0432,0.67,0.046,4,7,5,2,6,1727,1077,1331,226,1331
26,1999.50116,5.73e-29,5213.5832,0.0496,0.67,0.053,4,7,5,6,6,1727,1077,1331,226,1331
26,2002.114976,1.322e-25,3579.9751,0.0465,0.67,0.049,4,7,5,2,6,1727,1077,1331,226,1331
26,2003.66798,1.518e-22,2023.3715,0.0438,0.67,0.046,4,7,5,2,6,1727,1077,1331,226,1331
26,2003.977306,8.196e-29,5130.7926,0.0503,0.67,0.053,4,7,5,6,6,1727,1077,1331,226,1331
26,2006.783603,2.098e-25,3477.5851,0.0471,0.67,0.05,4,7,5,2,6,1727,1077,1331,226,1331
26,2008.421529,1.149e-28,5051.7432,0.051,0.67,0.054,4,7,5,6,6,1727,1077,1331,226,1331
26,2008.525447,2.669e-22,1901.1308,0.0443,0.67,0.047,4,7,5,2,6,1727,1077,1331,226,1331
26,2011.421036,3.266e-25,3378.9537,0.0477,0.67,0.051,4,7,5,2,6,1727,1077,1331,226,1331
26,2012.833683,1.577e-28,4976.438,0.0517,0.67,0.055,4,7,5,6,6,1727,1077,1331,226,1331
26,2013.352445,4.604e-22,1782.6624,0.0448,0.67,0.047,4,7,5,2,6,1727,1077,1331,226,1331
26,2016.027127,4.982e-25,3284.0846,0.0483,0.67,0.051,4,7,5,2,6,1727,1077,1331,226,1331
26,2017.213622,2.119e-28,4904.8799,0.0524,0.68,0.056,4,7,5,6,6,1727,1077,1331,226,1331
26,2018.148829,7.789e-22,1667.9709,0.0454,0.67,0.048,4,7,5,2,6,1727,1077,1331,226,1331
26,2020.601731,7.449e-25,3192.9815,0.049,0.67,0.052,4,7,5,2,6,1727,1077,1331,226,1331
26,2021.5612,2.788e-28,4837.0717,0.0531,0.69,0.057,4,7,5,6,6,1727,1077,1331,226,1331
26,2022.914454,1.292e-21,1557.0607,0.046,0.67,0.049,4,7,5,2,6,1727,1077,1331,226,1331
26,2025.144704,1.092e-24,3105.6479,0.0496,0.67,0.053,4,7,5,2,6,1727,1077,1331,226,1331
26,2025.876271,3.59e-28,4773.0161,0.0538,0.7,0.058,4,7,5,6,6,1727,1077,1331,226,1331
26,2027.649176,2.102e-21,1449.936,0.0465,0.67,0.049,4,7,5,2,6,1727,1077,1331,226,1331
26,2029.655898,1.567e-24,3022.0873,0.0503,0.67,0.053,4,7,5,2,6,1727,1077,1331,226,1331
26,2030.158689,4.521e-28,4712.7156,0.0545,0.71,0.059,4,7,5,6,6,1727,1077,1331,226,1331
26,2032.352847,3.351e-21,1346.6008,0.0471,0.67,0.05,4,7,5,2,6,1727,1077,1331,226,1331
26,2034.135168,2.204e-24,2942.3028,0.051,0.67,0.054,4,7,5,6,6,1727,1077,1331,226,1331
26,2034.408306,5.566e-28,4656.1724,0.0553,0.72,0.059,4,7,5,6,6,1727,1077,1331,226,1331
26,2037.025324,5.239e-21,1247.0592,0.0477,0.67,0.051,4,7,5,2,6,1727,1077,1331,226,1331
26,2038.582368,3.036e-24,2866.2975,0.0517,0.67,0.055,4,7,5,6,6,1727,1077,1331,226,1331
26,2038.624978,6.693e-28,4603.3889,0.0561,0.73,0.06,4,7,5,6,6,1727,1077,1331,226,1331
26,2041.66646,8.026e-21,1151.315,0.0483,0.67,0.051,4,7,5,2,6,1727,1077,1331,226,1331
26,2042.808556,7.856e-28,4554.367,0.0569,0.74,0.062,4,7,5,6,6,1727,1077,1331,226,1331
26,2042.997352,4.094e-24,2794.0744,0.0524,0.68,0.056,4,7,5,6,6,1727,1077,1331,226,1331
26,2046.276109,1.205e-20,1059.3718,0.049,0.67,0.052,4,7,5,2,6,1727,1077,1331,226,1331
26,2046.958896,8.991e-28,4509.1088,0.0577,0.75,0.063,4,7,5,6,6,1727,1077,1331,226,1331
26,2047.379973,5.404e-24,2725.6361,0.0531,0.69,0.057,4,7,5,6,6,1727,1077,1331,226,1331
26,2050.854126,1.773e-20,971.2332,0.0496,0.67,0.053,4,7,5,2,6,1727,1077,1331,226,1331
26,2051.075849,1.002e-27,4467.6158,0.0586,0.75,0.064,4,7,5,6,6,1727,1077,1331,226,1331
26,2051.730086,6.978e-24,2660.9855,0.0538,0.7,0.058,4,7,5,6,6,1727,1077,1331,226,1331
26,2055.15927,1.085e-27,4429.8898,0.0595,0.75,0.065,4,7,5,6,6,1727,1077,1331,226,1331
26,2055.400364,2.555e-20,886.9024,0.0503,0.67,0.053,4,7,5,2,6,1727,1077,1331,226,1331
26,2056.047543,8.812e-24,2600.1249,0.0545,0.71,0.059,4,7,5,6,6,1727,1077,1331,226,1331
26,2059.209012,1.14e-27,4395.9322,0.0606,0.75,0.066,4,7,5,6,6,1727,1077,1331,226,1331
26,2059.914677,3.607e-20,806.3828,0.051,0.67,0.054,4,7,5,6,6,1727,1077,1331,226,1331
26,2060.332198,1.088e-23,2543.0567,0.0553,0.72,0.059,4,7,5,6,6,1727,1077,1331,226,1331
26,2063.224928,1.158e-27,4365.7443,0.0618,0.75,0.068,4,7,5,6,6,1727,1077,1331,226,1331
26,2064.39692,4.985e-20,729.6774,0.0517,0.67,0.055,4,7,5,6,6,1727,1077,1331,226,1331
26,2064.583906,1.311e-23,2489.7831,0.0561,0.73,0.06,4,7,5,6,6,1727,1077,1331,226,1331
26,2067.206871,1.13e-27,4339.3274,0.0632,0.74,0.069,4,7,5,6,6,1727,1077,1331,226,1331
26,2068.802518,1.542e-23,2440.3062,0.0569,0.74,0.062,4,7,5,6,6,1727,1077,1331,226,1331
26,2068.846945,6.744e-20,656.7892,0.0524,0.68,0.056,4,7,5,6,6,1727,1077,1331,226,1331
26,2071.154695,1.054e-27,4316.6824,0.0651,0.74,0.071,4,7,5,6,6,1727,1077,1331,226,1331
26,2072.987889,1.769e-23,2394.6279,0.0577,0.75,0.063,4,7,5,6,6,1727,1077,1331,226,1331
26,2073.264607,8.929e-20,587.7209,0.0531,0.69,0.057,4,7,5,6,6,1727,1077,1331,226,1331
26,2075.068253,9.256e-28,4297.8102,0.0677,0.74,0.074,4,7,5,6,6,1727,1077,1331,226,1331
26,2077.139872,1.975e-23,2352.7499,0.0586,0.75,0.064,4,7,5,6,6,1727,1077,1331,226,1331
26,2077.649758,1.156e-19,522.4751,0.0538,0.7,0.058,4,7,5,6,6,1727,1077,1331,226,1331
26,2078.947398,7.485e-28,4282.7116,0.0712,0.74,0.077,4,7,5,6,6,1727,1077,1331,226,1331
26,2081.25832,2.143e-23,2314.6739,0.0595,0.75,0.065,4,7,5,6,6,1727,1077,1331,226,1331
26,2082.002254,1.464e-19,461.0545,0.0545,0.71,0.059,4,7,5,6,6,1727,1077,1331,226,1331
26,2082.791982,5.282e-28,4271.3871,0.0757,0.75,0.081,4,7,5,6,6,1727,1077,1331,226,1331
26,2085.343087,2.255e-23,2280.4013,0.0606,0.75,0.066,4,7,5,6,6,1727,1077,1331,226,1331
26,2086.321945,1.812e-19,403.4612,0.0553,0.72,0.059,4,7,5,6,6,1727,1077,1331,226,1331
26,2086.60186,2.745e-28,4263.8372,0.0803,0.76,0.087,4,7,5,6,6,1727,1077,1331,226,1331
